checkpoint,method,object,seed,final_lift_m,max_lift_m,normalized_lift_score,success,success_step,trajectory_id
epoch_001,baseline,jar,0,-0.000754237174987793,0.0,0.0,False,-1,6
epoch_001,baseline,jar,0,-0.000754237174987793,0.0,0.0,False,-1,7
epoch_001,baseline,jar,0,-5.0067901611328125e-06,9.59634780883789e-06,3.198782602945964e-05,False,-1,8
epoch_001,baseline,jar,0,-0.0007590651512145996,0.0,0.0,False,-1,9
epoch_001,baseline,jar,0,-0.0007556676864624023,0.0,0.0,False,-1,10
epoch_001,baseline,jar,0,-0.0007541775703430176,0.0,0.0,False,-1,11
epoch_001,baseline,jar,0,-0.0007560849189758301,0.0,0.0,False,-1,12
epoch_001,baseline,jar,0,-5.364418029785156e-07,1.1146068572998047e-05,3.715356190999349e-05,False,-1,13
epoch_001,baseline,jar,0,3.5762786865234375e-07,7.450580596923828e-06,2.483526865641276e-05,False,-1,14
epoch_001,baseline,jar,0,-0.000755608081817627,0.0,0.0,False,-1,15
epoch_001,baseline,jar,0,-0.0007538795471191406,0.0,0.0,False,-1,16
epoch_001,baseline,jar,0,1.9073486328125e-06,1.5139579772949219e-05,5.0465265909830734e-05,False,-1,17
epoch_001,baseline,jar,0,-0.0007525086402893066,0.0,0.0,False,-1,18
epoch_001,baseline,jar,0,-3.5762786865234375e-07,1.2814998626708984e-05,4.271666208902995e-05,False,-1,19
epoch_005,baseline,jar,0,0.012952268123626709,0.015638113021850586,0.052127043406168624,False,-1,0
epoch_005,baseline,jar,0,0.007444560527801514,0.007444560527801514,0.02481520175933838,False,-1,1
epoch_005,baseline,jar,0,-0.000754237174987793,0.0,0.0,False,-1,2
epoch_005,baseline,jar,0,-0.0006285905838012695,0.011125564575195312,0.037085215250651046,False,-1,3
epoch_005,baseline,jar,0,-0.0007562637329101562,0.0,0.0,False,-1,4
epoch_005,baseline,jar,0,-0.0007535815238952637,0.0,0.0,False,-1,5
epoch_005,baseline,jar,0,-0.000754237174987793,0.0,0.0,False,-1,6
epoch_005,baseline,jar,0,-0.0005206465721130371,0.005714535713195801,0.019048452377319336,False,-1,7
epoch_005,baseline,jar,0,0.01331782341003418,0.013594388961791992,0.045314629872639976,False,-1,8
epoch_005,baseline,jar,0,-0.0007590651512145996,0.0,0.0,False,-1,9
epoch_005,baseline,jar,0,-0.0007556676864624023,0.0,0.0,False,-1,10
epoch_005,baseline,jar,0,-0.0007541775703430176,0.0,0.0,False,-1,11
epoch_005,baseline,jar,0,-0.0007560849189758301,0.0,0.0,False,-1,12
epoch_005,baseline,jar,0,0.00854647159576416,0.015647053718566895,0.05215684572855632,False,-1,13
epoch_005,baseline,jar,0,0.012822091579437256,0.013990700244903564,0.046635667483011886,False,-1,14
epoch_005,baseline,jar,0,-0.000755608081817627,0.0,0.0,False,-1,15
